iv_350aa7f6	IV2501-008	STR010-PL		2025-01-13	3235974.52	paid						6802024	บ้านหนองแสลบ ม.4 ต.เลาขวัญ อ.เลาขวัญ จ.กาญจนบุรี (6701-01)	00115	องค์การบริหารส่วนตำบลเลาขวัญ	2025-01-13	KTB	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-24	24.03.2025 เงินเข้าแล้ว / คุณตู่ การเงิน 089-9227481	AR2501-011	2	6701-01
iv_96585cda	IV2501-007	PP022-PS		2025-01-07	1422000	paid						7702024	บ้านนาหละ(ชุมชนทุ่งพุด) ม.7 ต.ไม้ฝาด อ.สิเกา จ.ตรัง (6701-01)	00765	องค์การบริหารส่วนตำบลไม้ฝาด	2025-01-07	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-01-27	27.01.2025 เงินเข้าแล้ว / คุณจินดาพร 082-8409706	AR2501-012	2	6701-01
iv_0b035cf2	IV2501-005	ENC031-PL		2025-01-03	2080000	paid						8902024	บ้านสุขสบาย ม.12 ต.โพนสูง อ.บ้านดุง จ.อุดรธานี (6701-01)	00773	องค์การบริหารส่วนตำบลโพนสูง	2025-01-03	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-01-31	31.01.2025 เงินเข้าแล้ว / พัสดุ 095-8308357	AR2501-006	1	6701-01
iv_6030d2a5	IV2501-004	ENC030-PL		2025-01-03	2080000	paid						8802024	บ้านโพนสูงสวัสดี ม.1 ต.โพนสูง อ.บ้านดุง จ.อุดรธานี (6701-01)	00773	องค์การบริหารส่วนตำบลโพนสูง	2025-01-03	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-01-31	31.01.2025 เงินเข้าแล้ว / พัสดุ 095-8308357	AR2501-007	1	6701-01
iv_213203bf	IV2501-003	PP028-PL		2025-01-03	2160000	paid						9402024	ม.2 ต.รัตภูมิ อ.ควนเนียง จ.สงขลา (6702-01)	00777	ที่ทำการปกครองอำเภอควนเนียง	2025-01-03	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-21	21.03.2025 เงินเข้าแล้ว / คุณมล 08-72991280	AR2501-008	1	6702-01
iv_e3adc182	IV2501-002	TTI001-PL		2025-01-06	3239400	paid						1902024	บ้านหนองรี ม.5 ต.เมืองเก่า อ.กบินทร์บุรี จ.ปราจีนบุรี (6701-01)	00722	องค์การบริหารส่วนตำบลเมืองเก่า	2025-01-06	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-02-07	07.02.2025 เงินเข้าแล้ว	AR2501-009	2	6701-01
iv_d2b199b5	IV2501-001	PP016-PM		2025-01-03	2040000	paid						6702024	บ้านควนโพธิ์ ม.3 ต.ย่านตาขาว อ.ย่านตาขาว จ.ตรัง (6701-01)	00759	เทศบาลตำบลควนโพธิ์	2025-01-03	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-01-24	24.01.2025 เงินเข้าแล้ว	AR2501-005	2	6701-01
iv_507251ee	IV2412-043			2024-12-11	85000	paid						11312024	SV-580-PM-บ้านน้ำลาน ม.2 ต.น้ำพาง อ.แม่จริม จ.น่าน (SV-6805-01)	00369	องค์การบริหารส่วนตำบลน้ำพาง	2024-12-11	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-02-07	03.02.2025 เงินเข้าแล้ว	AR2412-052	1	SV-6805-01
iv_a62a7d25	IV2412-035	ENC025-PL		2024-12-27	3240000	paid						7502024	บ้านสี่เหลี่ยมประชามิตร ม.10 ต.หนองบัวโคก อ.ลำปลายมาศ จ.บุรีรัมย์ (6701-01)	00764	องค์การบริหารส่วนตำบลหนองบัวโคก	2024-12-27	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-24	24.02.2025 เงินเข้าแล้ว / พัสดุ 044-110624	AR2412-042	2	6701-01
iv_abd5413a	IV2412-034	ENC024-PL		2024-12-27	3240000	paid						7402024	บ้านสี่เหลี่ยมใหญ่ ม.3 ต.หนองบัวโคก อ.ลำปลายมาศ จ.บุรีรัมย์ (6701-01)	00764	องค์การบริหารส่วนตำบลหนองบัวโคก	2024-12-27	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-24	24.02.2025 เงินเข้าแล้ว / พัสดุ 044-110624	AR2412-043	2	6701-01
iv_79c8405e	IV2412-033	PP020-PL		2024-12-26	5399000	paid						7302024	บ้านเชียงเครือ ม.2 ต.เชียงเครือ อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์ (6701-01)	00763	เทศบาลตำบลเชียงเครือ	2024-12-26	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว / คุณปภาดา 096-4218621	AR2412-040	3	6701-01
iv_589eff58	IV2412-032	PP015-PL		2024-12-23	3240000	paid						6602024	โพธิ์ศรี ม.8 ต.สระแก้ว อ.พนมไพร จ.ร้อยเอ็ด (6701-01)	00758	องค์การบริหารส่วนตำบลสระแก้ว	2024-12-23	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-01-22	22.01.2025 เงินเข้าแล้ว	AR2412-035	2	6701-01
iv_955dad27	IV2412-029	AW071-PL		2024-12-24	2160000	paid						11402024	ม.7 ต.ดอนยอ อ.เมืองนครนายก จ.นครนายก (6707-03)	00782	องค์การบริหารส่วนตำบลดอนยอ	2024-12-24	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-01-31	31.01.2025 เงินเข้าแล้ว / คุณกาน 065-6697072	AR2412-030	1	6707-03
iv_068b05ff	IV2412-028	PP019-PL		2024-12-23	3240000	paid						7202024	บ้านหนองบัว ม.14 ต.เจ้าท่า อ.กมลาไสย จ.กาฬสินธุ์ (6701-01)	00197	องค์การบริหารส่วนตำบลเจ้าท่า	2024-12-23	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-01-28	28.01.2025 เงินเข้าแล้ว/ คุณกุลรัตน์ 097-3355371	AR2412-025	2	6701-01
iv_5922cca3	IV2412-027	PP026-PL		2024-12-23	2160000	paid						8702024	บ้านดงเย็น ม.4 ต.ดงพยุง อ.ดอนจาน จ.กาฬสินธุ์ (6701-01)	00702	องค์การบริหารส่วนตำบลดงพยุง	2024-12-23	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-02-28	28.02.2025 เงินเข้าแล้ว / คุณปราถนา 0996404168	AR2412-026	1	6701-01
iv_54ba7c26	IV2412-026	TTI003-PL		2024-12-23	2080000	paid						4402024	บ้านคลอง 19 ม.9 ต.หมอนทอง อ.บางน้ำเปรี้ยว จ.ฉะเชิงเทรา (6701-01)	00740	องค์การบริหารส่วนตำบลหมอนทอง	2024-12-23	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-02-20	20.02.2025 เงินเข้าแล้ว / ผอ.คลัง 089-9842781	AR2412-027	1	6701-01
iv_528e32aa	IV2412-025	ENC032-PL		2024-12-23	3240000	paid						9002024	บ้านหนองนกคุ้ม ม.7 ต.หนองขาม อ.จักราช จ.นครราชสีมา (6702-01)	00774	ที่ทำการปกครองอำเภอจักราช	2024-12-23	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-07	07.02.2025 เงินเข้าแล้ว / คุณสุ 093-1829140	AR2412-028	2	6702-01
iv_048b8eb6	IV2412-024	ENC033-PL		2024-12-23	3240000	paid						8602024	บ้านหนองปื้ด ม.8 ต.หนองขาม อ.จักราช จ.นครราชสีมา (6702-01)	00774	ที่ทำการปกครองอำเภอจักราช	2024-12-23	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-07	07.02.2025 เงินเข้าแล้ว / คุณสุ 093-1829140	AR2412-029	2	6702-01
iv_e3e9893a	IV2412-022	PP008-PL		2024-12-19	3240000	paid						5302024	บ้านพิมูล ม.2 ต.พิมูล อ.ห้วยเม็ก จ.กาฬสินธุ์ (6701-01)	00192	องค์การบริหารส่วนตำบลพิมูล	2024-12-19	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-01-30	30.01.2025 เงินเข้าแล้ว / กองคลัง 084-9533772	AR2412-032	2	6701-01
iv_dfe9cdb0	IV2412-021	AW068-PL		2024-12-18	2160000	paid						10002024	บ้านทุ่งไก่ดัก ม.4 ต.ท่ากุ่ม อ.เมืองตราด จ.ตราด (6707-03)	00781	องค์การบริหารส่วนตำบลท่ากุ่ม	2024-12-18	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-01-30	30.01.2025 เงินเข้าแล้ว / คุณมน 083-0095931	AR2412-021	1	6707-03
iv_9d05dd69	IV2412-020	ENC027-PL		2024-12-16	3240000	paid						7902024	บ้านตลาดใหม่ ม.7 ต.หนองปล้อง อ.วังทรายพูน จ.พิจิตร (6701-01)	00751	เทศบาลตำบลหนองปล้อง	2024-12-16	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-01-16	16.01.2025 เงินเข้าแล้ว	AR2412-020	2	6701-01
iv_2e9f73df	IV2412-019	STR012-PLS		2024-12-12	2270400	paid						14902024	บ้านคอกช้างพัฒนา ม.9 ต.หนองพลับ อ.หัวหิน จ.ประจวบคีรีขันธ์ (6712-01)	00790	ที่ทำการปกครองอำเภอหัวหิน	2024-12-12	STS	STR	5.โครงการที่รับเงินแล้วสะสม	2024-01-15	15.01.2025 เงินเข้าแล้ว	AR2412-017	1	6712-01
iv_d7114594	IV2412-018	PP014-PL		2024-12-18	3240000	paid						6302024	บ้านคำโพนทอง ม.5 ต.โคกสมบูรณ์ อ.กมลาไสย จ.กาฬสินธุ์ (6701-01)	00613	องค์การบริหารส่วนตำบลโคกสมบูรณ์	2024-12-18	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-02-24	24.02.2024 เงินเข้าแล้ว / คุณพรพัน 089-2338340	AR2412-022	2	6701-01
iv_6af27686	IV2412-017	PP023-PL		2024-12-12	3240000	paid						8002024	บ้านบอนเขียว ม.5 ต.นาขาม อ.กุฉินารายณ์ จ.กาฬสินธุ์ (6701-01)	00636	เทศบาลตำบลนาขาม	2024-12-12	KTB	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-04-08	08.04.2025 เงินเข้าแล้ว	AR2412-019	2	6701-01
iv_dddd2ecf	IV2412-014	ENC020-PM		2024-12-11	1352878.5	paid						5902024	บ้านวังบอน ม.2 ต.อิปุ่ม อ.ด่านซ้าย จ.เลย (6701-01)	00750	องค์การบริหารส่วนตำบลอิปุ่ม	2024-12-11	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-11	11.02.2025 เงินเข้าแล้ว / คุณบุญถม 065-6395529	AR2412-013	1	6701-01
